atmId,atmName,atmCity,atmAddress,totalBalance,numberIncomeTransaction,numberOutcomeTransaction,totalIncome,totalOutcome,totalNumberTransaction,day,transactionTime
atm35000109,şi̇ri̇nyer m.aki̇f ersoy cd.,izmir,hürri̇yet mah. mehmet aki̇f caddesi̇ no: 104/ a şi̇ri̇nyer buca,40725,16,2,975,250,18,wednesday,2020-01-01 01:00:00
atm35000110,şi̇ri̇nyer mi̇gros,izmir,menderes caddesi̇ no:245,40270,5,0,270,0,5,wednesday,2020-01-01 01:00:00
atm35000111,şi̇ri̇nyer şb ci̇vari atm-1,izmir,hürri̇yet mh.menderes cd no:331,39830,8,9,570,740,17,wednesday,2020-01-01 01:00:00
atm35000112,şi̇ri̇nyer şube-1,izmir,menderes caddesi no: 286 / c,40290,17,5,745,455,22,wednesday,2020-01-01 01:00:00
atm35000113,şi̇ri̇nyer şube-2,izmir,menderes caddesi no: 286 / c,40520,15,11,1005,485,26,wednesday,2020-01-01 01:00:00
atm35000114,şi̇ri̇nyer telekom,izmir,menderes cd.no:252,39910,10,10,585,675,20,wednesday,2020-01-01 01:00:00
atm35000115,şi̇ri̇nyer vergi̇ dai̇resi̇,izmir,şi̇ri̇nyer vergi̇ dai̇resi̇ önü şi̇ri̇nyer,39840,18,15,1010,1170,33,wednesday,2020-01-01 01:00:00
atm35000116,yaylacik mah. g.o.p cad.,izmir,yaylacik mah. gazi̇osmanpaşa cad buca i̇zmi̇r,39605,4,12,290,685,16,wednesday,2020-01-01 01:00:00
atm35000117,yeni̇gün mahallesi̇,izmir,yeni̇gün mah.268 sok.buca,40445,5,2,460,15,7,wednesday,2020-01-01 01:00:00
atm35000118,yikikkemer/buca-1,izmir,yikikkemer buca,39690,19,18,1040,1350,37,wednesday,2020-01-01 01:00:00
atm35000119,yikikkemer buca-2,izmir,yikik kemer buca,40495,17,14,885,390,31,wednesday,2020-01-01 01:00:00
atm35000120,alaçati merkez,izmir,alaçati beledi̇ye önü,41470,20,1,1490,20,21,wednesday,2020-01-01 01:00:00
atm35000121,alaçati port mari̇na,izmir,alaçati port mari̇na önü,40420,14,5,855,435,19,wednesday,2020-01-01 01:00:00
atm35000122,alaçati şube-1-,izmir,tokoğlu mahallesi kemalpaşa caddesi no: 50 / a-b alaçatı,41155,19,0,1155,0,19,wednesday,2020-01-01 01:00:00
atm35000123,alaçati şube-2-,izmir,tokoğlu mahallesi kemalpaşa caddesi no: 50 / a-b alaçatı,39950,14,15,805,855,29,wednesday,2020-01-01 01:00:00
atm35000124,cadde plus avm çeşme,izmir,sakarya mahallesi̇ 2001. sk. no:119,38255,68,83,3805,5550,151,wednesday,2020-01-01 01:00:00
atm35000125,çeşme altinyunus,izmir,altinyunus çeşme tur.tesi̇s.kalem burnu mevki̇i̇,40265,6,1,285,20,7,wednesday,2020-01-01 01:00:00
atm35000126,çeşme çi̇ftli̇kköy mah.,izmir,çi̇ftli̇k mahallesi̇ şehi̇t mehmet caddesi̇ 18. sokak no: 33 / a,40540,11,5,775,235,16,wednesday,2020-01-01 01:00:00
atm35000127,çeşme mari̇na,izmir,musalla mah.1016 sok.no:8 çeşme,40120,6,2,340,220,8,wednesday,2020-01-01 01:00:00
atm35000128,çeşme meydan,izmir,i̇nkilap cad. adli̇ye önü,40520,16,2,820,300,18,wednesday,2020-01-01 01:00:00
atm35000129,çeşme şube-1,izmir,cumhuriyet meydanı no: 9,40445,12,9,910,465,21,wednesday,2020-01-01 01:00:00
atm35000130,çeşme şube-2,izmir,cumhuriyet meydanı no: 9,40065,2,1,70,5,3,wednesday,2020-01-01 01:00:00
atm35000131,dalyan çeşme dükkan,izmir,dalyan mahallesi̇ 4218. sk. 49a,39775,0,5,0,225,5,wednesday,2020-01-01 01:00:00
atm35000132,ilica 5065 sokak,izmir,ilica mahallesi̇ 5065. sk. no:25,40215,12,18,955,740,30,wednesday,2020-01-01 01:00:00
atm35000133,sheraton çeşme hotel,izmir,şi̇fne cad.5152 sk.no:43 ilica,39070,8,12,450,1380,20,wednesday,2020-01-01 01:00:00
atm35000134,atatürk o.s çi̇ğli̇ şb-1,izmir,atatürk organize sanayi bölgesi mustafa kemal atatürk bulvarı no: 42 / 5,40770,18,15,1445,675,33,wednesday,2020-01-01 01:00:00
atm35000135,atatürk o.s çi̇ğli̇ şb-2,izmir,atatürk organize sanayi bölgesi mustafa kemal atatürk bulvarı no: 42 / 5,39120,9,10,450,1330,19,wednesday,2020-01-01 01:00:00
atm35000136,çi̇ğli̇ böl.araş.hastanesi̇,izmir,yeni̇ mah.ata sanayi̇ sokak no:18 8780/1 çi̇ğli̇,40405,17,1,605,200,18,wednesday,2020-01-01 01:00:00
atm35000137,çi̇ğli̇ egekent,izmir,çi̇ğli̇ egekent,39505,1,12,5,500,13,wednesday,2020-01-01 01:00:00
atm35000138,çi̇ğli̇ evka 5,izmir,8809 sok.no:141 evka-5,39995,10,18,980,985,28,wednesday,2020-01-01 01:00:00
atm35000139,çi̇ğli̇ i̇zban metro,izmir,çi̇ğli̇ metro i̇stasyonu,40075,7,8,585,510,15,wednesday,2020-01-01 01:00:00
atm35000140,çi̇ğli̇ şube-1,izmir,anadolu caddesi no: 798,40630,18,16,1210,580,34,wednesday,2020-01-01 01:00:00
atm35000141,çi̇ğli̇ şube-2,izmir,anadolu caddesi no: 798,39965,15,18,1215,1250,33,wednesday,2020-01-01 01:00:00
atm35000142,çi̇ğli̇ şube-3,izmir,anadolu caddesi no: 798,39215,9,20,460,1245,29,wednesday,2020-01-01 01:00:00
atm35000143,dyo boya çi̇ğli̇,izmir,atatürk org.san.böl.10003 sok.no:2 çi̇ğli̇,40780,16,0,780,0,16,wednesday,2020-01-01 01:00:00
atm35000144,evka-2 kültür merkezi̇,izmir,evka-2 mahallesi̇ 6866. sk. no:20,40995,17,7,1385,390,24,wednesday,2020-01-01 01:00:00
atm35000145,ki̇pa çi̇ğli̇-1,izmir,yeni̇ havaalani cad. no:40 35610,39735,3,14,450,715,17,wednesday,2020-01-01 01:00:00
atm35000146,ki̇pa çi̇ğli̇-2,izmir,yeni̇ havaalani cad.no:40 çi̇ğli̇,40140,19,20,1195,1055,39,wednesday,2020-01-01 01:00:00
atm35000147,ki̇pa çi̇ğli̇-3,izmir,çi̇ğli̇ ki̇pa mağazasi i̇çi̇,39725,2,7,25,300,9,wednesday,2020-01-01 01:00:00
atm35000148,mavi̇şehi̇r soyak,izmir,mavi̇şehi̇r soyak çi̇ğli̇,40095,11,7,1000,905,18,wednesday,2020-01-01 01:00:00
atm35000149,çandarli/di̇ki̇li̇,izmir,çandarli mahallesi̇ bergama cad.,41130,18,12,1505,375,30,wednesday,2020-01-01 01:00:00
atm35000150,di̇ki̇li̇ meydan,izmir,i̇smetpaşa mahallesi̇ atatürk cd. no:1,39320,1,15,20,700,16,wednesday,2020-01-01 01:00:00
atm35000151,di̇ki̇li̇ sali̇hleralti,izmir,sali̇hleralti beldesi̇ yağmur i̇ş mer.2 nolu dük.önü,40700,18,11,1360,660,29,wednesday,2020-01-01 01:00:00
atm35000152,di̇ki̇li̇ şube-1,izmir,i̇smetpaşa mahallesi adnan menderes caddesi no: 19,39545,15,12,640,1095,27,wednesday,2020-01-01 01:00:00
atm35000153,di̇ki̇li̇ şube-2,izmir,i̇smetpaşa mahallesi adnan menderes caddesi no: 19,40090,3,8,270,180,11,wednesday,2020-01-01 01:00:00
atm35000154,eski̇ foça meydani,izmir,atatürk mah.çeşme meydani taksi̇ duraği yani,39115,5,16,185,1070,21,wednesday,2020-01-01 01:00:00
atm35000155,foça beledi̇ye meydani,izmir,reha mi̇di̇lli̇ cd.atatürk mh.,39885,15,17,1190,1305,32,wednesday,2020-01-01 01:00:00
atm35000156,foça şube,izmir,atatürk mahallesi avni arbaş sokak no: 2,39860,15,13,685,825,28,wednesday,2020-01-01 01:00:00
atm35000157,yeni̇ foça,izmir,ali̇ star cad.no:12 yeni̇foça,39430,12,18,540,1110,30,wednesday,2020-01-01 01:00:00
atm35000158,delfphi̇ oto-1,izmir,ni̇lüfer sk.c blok modül 5 ege serbest bölgesi̇,41000,20,2,1120,120,22,wednesday,2020-01-01 01:00:00
atm35000159,ege serbest bölge,izmir,ni̇lüfer sk.c blok modül 5 ege serbest bölgesi̇,39410,6,11,305,895,17,wednesday,2020-01-01 01:00:00
atm35000160,emlakbank konutlari,izmir,ademyavuz caddesi̇ 80/1 sok.emlakbank konutlari,40405,3,0,405,0,3,wednesday,2020-01-01 01:00:00
atm35000161,gazi̇emi̇r çarşi şube-1,izmir,atıfbey mahallesi türkan saylan caddesi 11 / 2 sokak no: 51,40340,8,3,430,90,11,wednesday,2020-01-01 01:00:00
atm35000162,gazi̇emi̇r çarşi şube-2,izmir,atıfbey mahallesi türkan saylan caddesi 11 / 2 sokak no: 51,41065,20,2,1095,30,22,wednesday,2020-01-01 01:00:00
atm35000163,gazi̇emi̇r mi̇gros,izmir,akçay caddesi̇ no:236,40045,3,1,65,20,4,wednesday,2020-01-01 01:00:00
atm35000164,gazi̇emi̇r şube-1,izmir,dokuz eylül mahallesi akçay caddesi no:175 / b,40040,7,5,405,365,12,wednesday,2020-01-01 01:00:00
atm35000165,gazi̇emi̇r şube-2,izmir,dokuz eylül mahallesi akçay caddesi no:175 / b,40390,6,0,390,0,6,wednesday,2020-01-01 01:00:00
atm35000166,gazi̇emi̇r telekom,izmir,gazi̇ mahallesi̇ önder cd. no:49,39145,11,12,400,1255,23,wednesday,2020-01-01 01:00:00
atm35000167,i̇zmi̇r optimum avm -2,izmir,dokuz eylül mh. akçay cd. no:101,37760,65,89,3415,5655,154,wednesday,2020-01-01 01:00:00
atm35000168,i̇zmi̇r opti̇mum avm,izmir,opti̇mum avm gazi̇emi̇r,40425,81,91,4640,4215,172,wednesday,2020-01-01 01:00:00
atm35000169,ki̇pa gazi̇emi̇r,izmir,ki̇pa mağazasi i̇çi̇ gazi̇emi̇r,40400,8,8,820,420,16,wednesday,2020-01-01 01:00:00
atm35000170,sarniç mahallesi̇,izmir,egemen yildiz parki,39735,6,18,610,875,24,wednesday,2020-01-01 01:00:00
atm35000171,güzelbahçe shell,izmir,mi̇thatpaşa caddesi̇ no:343 güzelbahçe,40745,11,2,805,60,13,wednesday,2020-01-01 01:00:00
atm35000172,hedef zi̇raat atm,izmir,seferi̇hi̇sar cd.no:70 güzelbahçe,38910,4,12,325,1415,16,wednesday,2020-01-01 01:00:00
atm35000173,mi̇gros mm güzelbahçe,izmir,yali mahallesi̇ mi̇thatpaşa cd. no:475,38690,2,20,70,1380,22,wednesday,2020-01-01 01:00:00
atm35000174,ali̇ fuat cebesoy mah.,izmir,ali̇ fuat cebesoy mh.eski̇ i̇zmi̇r cd.,39325,10,14,285,960,24,wednesday,2020-01-01 01:00:00
atm35000175,bozyaka sgk,izmir,sai̇m çikrikçi cd.bozyaka sgk yani,40045,2,2,100,55,4,wednesday,2020-01-01 01:00:00
atm35000176,bozyaka şube-1,izmir,eski i̇zmir caddesi no: 133 bozyaka,39530,9,7,305,775,16,wednesday,2020-01-01 01:00:00
atm35000177,bozyaka şube-2,izmir,eski i̇zmir caddesi no: 133 bozyaka,40085,9,2,295,210,11,wednesday,2020-01-01 01:00:00
atm35000178,bozyaka yikik cami̇i̇ mevki̇,izmir,bozyaka yiki cami̇i̇ eski̇ i̇zmi̇r cd.,40540,19,11,1415,875,30,wednesday,2020-01-01 01:00:00
atm35000179,hatay caddesi̇ şube-1,izmir,arap hasan mahallesi i̇nönü caddesi no: 323 / a,39985,3,10,305,320,13,wednesday,2020-01-01 01:00:00
atm35000180,hatay caddesi̇ şube-2,izmir,arap hasan mahallesi i̇nönü caddesi no: 323 / a,40610,20,17,1695,1085,37,wednesday,2020-01-01 01:00:00
atm35000181,karabağlar 4012 sokak,izmir,karabağlar pehli̇vanoğlu market önü,39010,1,11,50,1040,12,wednesday,2020-01-01 01:00:00
atm35000182,karabağlar bulvar şube-1,izmir,osman aksüner mahallesi yeşillik caddesi no:227 / 4,40860,19,5,1200,340,24,wednesday,2020-01-01 01:00:00
atm35000183,karabağlar çamlik,izmir,karabağlar çamlik 4012.sk,39770,5,6,295,525,11,wednesday,2020-01-01 01:00:00
atm35000184,karabağlar fulya si̇tesi̇,izmir,selvi̇li̇ mh.şehi̇t pi̇lot volkan koçyi̇ği̇t bul.fulya si̇tesi̇ no:49,40100,13,14,765,665,27,wednesday,2020-01-01 01:00:00
atm35000185,karabağlar i̇nönü caddesi̇,izmir,esenyali mahallesi̇ i̇nönü cd. no:607,40770,19,10,1305,535,29,wednesday,2020-01-01 01:00:00
atm35000186,karabağlar polat caddesi̇,izmir,polat cd.no:32 karabağlar,40935,16,1,955,20,17,wednesday,2020-01-01 01:00:00
atm35000187,karabağlar şube-1,izmir,aşık veysel mahallesi yeşillik caddesi no: 443,40190,6,4,350,160,10,wednesday,2020-01-01 01:00:00
atm35000188,karabağlar şube-2,izmir,aşık veysel mahallesi yeşillik caddesi no: 443,41050,16,9,1235,185,25,wednesday,2020-01-01 01:00:00
atm35000189,karabağlar şube-3,izmir,aşık veysel mahallesi yeşillik caddesi no: 443,40305,4,6,510,205,10,wednesday,2020-01-01 01:00:00
atm35000190,karabağlar zerek petrol-1,izmir,4714 sok.no:45 yeni̇çamlik,40245,6,5,625,380,11,wednesday,2020-01-01 01:00:00
atm35000191,karabağlar zerek petrol-2,izmir,4714 sok.no:45 yeni̇çamlik,40130,15,9,1110,980,24,wednesday,2020-01-01 01:00:00
atm35000192,üçyol metro dükkan,izmir,i̇nönü cad.no:167/c üçyol,40595,3,1,600,5,4,wednesday,2020-01-01 01:00:00
atm35000193,yeşi̇lyurt devlet hast.,izmir,polat cad.98.parsel karabağ,41215,19,2,1285,70,21,wednesday,2020-01-01 01:00:00
atm35000194,yeşi̇lyurt ordu caddesi̇,izmir,yeşi̇lyurt ordu cad.karabağlar,39700,9,8,160,460,17,wednesday,2020-01-01 01:00:00
atm35000195,yildiz cad-karabağlar,izmir,yildiz cad.no:1 karabağlar,39655,8,14,540,885,22,wednesday,2020-01-01 01:00:00
atm35000196,mordoğan hoget petrol,izmir,i̇zmi̇r cd.sarica mevki̇i̇ mordoğan/karaburun,39935,4,5,165,230,9,wednesday,2020-01-01 01:00:00
atm35000197,aksoy/karşiyaka şube-2,izmir,bostanlı mahallesi girne bulvarı no: 51 / a,40550,19,7,1165,615,26,wednesday,2020-01-01 01:00:00
atm35000198,aksoy karşiyaka şube-1,izmir,bostanlı mahallesi girne bulvarı no: 51 / a,40115,11,13,1010,895,24,wednesday,2020-01-01 01:00:00
atm35000199,alaybey telekom karşiyaka,izmir,karşiyaka alaybey telekom önü,40590,14,0,590,0,14,wednesday,2020-01-01 01:00:00
atm35000200,alparslan mahallesi̇,izmir,alpaslan mah. 1620 sk.,40270,7,9,460,190,16,wednesday,2020-01-01 01:00:00
