atmId,atmName,atmCity,atmAddress,totalBalance,numberIncomeTransaction,numberOutcomeTransaction,totalIncome,totalOutcome,totalNumberTransaction,day,transactionTime
atm35000265,GÜZELYALI ŞUBE-1,Izmir,Göztepe Mahallesi Mithatpaşa Caddesi A-B Apartmanı No: 907 / 1-2,29275,90,67,5740,5340,157,Thursday,2020-01-02 15:00:00
atm35000266,HALİTZİYA ŞUBE-1,Izmir,Akdeniz Mahallesi Mimar Kemalettin Caddesi No: 9 - 9A,11950,53,51,3020,3955,104,Thursday,2020-01-02 15:00:00
atm35000267,HALİTZİYA ŞUBE-2,Izmir,Akdeniz Mahallesi Mimar Kemalettin Caddesi No: 9 - 9A,18535,50,74,3495,4885,124,Thursday,2020-01-02 15:00:00
atm35000268,HATAY CADDESİ,Izmir,HATAY CD.ŞB CİVARI,29620,99,81,5115,4690,180,Thursday,2020-01-02 15:00:00
atm35000269,HATAY İNÖNÜ CAD. DÜKKAN,Izmir,İNÖNÜ CD.HATAY/KONAK,17625,34,64,2310,3170,98,Thursday,2020-01-02 15:00:00
atm35000270,HIFZISIHHA İZMİR,Izmir,RAUFBEY APARTMANI 52/18 SK.NO:2 POLİGON KONAK,12955,35,100,2440,5180,135,Thursday,2020-01-02 15:00:00
atm35000271,HİLAL İZBAN METRO,Izmir,HİLAL İZBAN METRO KONAK,17765,87,90,4770,6860,177,Thursday,2020-01-02 15:00:00
atm35000272,İZMİR EGE PERLA AVM,Izmir,ÇINARLI MAHALLESİ 1583. SK. NO:10,15640,73,100,4635,6775,173,Thursday,2020-01-02 15:00:00
atm35000273,İZMİR GOP BULVARI,Izmir,GOP CD.NO:35 KONAK,33115,35,71,2840,5150,106,Thursday,2020-01-02 15:00:00
atm35000274,İZMİR MISTRAL AVM,Izmir,ÇINARLI MAHALLESİ ANKARA CD. YANYOLU 28-4,31450,75,94,3775,7150,169,Thursday,2020-01-02 15:00:00
atm35000275,İZMİR PARK AVM,Izmir,EŞREFPAŞA CD.NO:408 KONAK,7570,63,99,3760,6795,162,Thursday,2020-01-02 15:00:00
atm35000276,İZMİR TİCARİ ŞUBE-1,Izmir,Fevzipaşa Bulvarı No: 1,13935,86,96,5475,5615,182,Thursday,2020-01-02 15:00:00
atm35000277,İZMİR TİCARİ ŞUBE-2,Izmir,Fevzipaşa Bulvarı No: 1,27625,79,75,4630,4805,154,Thursday,2020-01-02 15:00:00
atm35000278,KARATAŞ MİTHATPAŞA,Izmir,MİTHATPAŞA CD.NO:189/A KARATAŞ,4485,96,80,5420,6280,176,Thursday,2020-01-02 15:00:00
atm35000279,KEMERALTI KONAK 928.SOKAK,Izmir,GÜZELYURT MAHALLESİ 928. SK. NO:33,22520,69,92,4785,5380,161,Thursday,2020-01-02 15:00:00
atm35000280,KEMERALTI ŞUBE-1,Izmir,AHMETAĞA MAHALLESİ 863 SOKAK NO: 48 / 1 A,9775,78,64,5770,4490,142,Thursday,2020-01-02 15:00:00
atm35000281,KEMERALTI ŞUBE-2,Izmir,Ahmetağa Mahallesi 863 Sokak No: 48 / 1 A,23670,80,99,5105,5600,179,Thursday,2020-01-02 15:00:00
atm35000282,KIBRIS ŞEHİTLERİ ŞUBE-1,Izmir,Kıbrıs Şehitleri Caddesi 1443 Sokak No: 64,33505,54,90,3480,6105,144,Thursday,2020-01-02 15:00:00
atm35000283,KIBRIS ŞEHİTLERİ ŞUBE-2,Izmir,Kıbrıs Şehitleri Caddesi 1443 Sokak No: 64,14760,50,82,2770,5645,132,Thursday,2020-01-02 15:00:00
atm35000284,KONAK BAHRİBABA METRO,Izmir,İZMİR KONAK METRO İSTASYONU,31650,81,82,5570,5045,163,Thursday,2020-01-02 15:00:00
atm35000285,KONAK GAZİ CADDESİ,Izmir,GAZİ BUL.NO:87-C ÇANKAYA,36145,56,57,3035,3925,113,Thursday,2020-01-02 15:00:00
atm35000286,KONAK GÜLTEPE MAHALLESİ,Izmir,SELİMİYE CAD.NO:21/A KONAK,23095,43,69,2455,5090,112,Thursday,2020-01-02 15:00:00
atm35000287,KONAK METRO İSTASYONU ATM,Izmir,KONAK METRO İSTASYONU,24420,82,98,5580,6190,180,Thursday,2020-01-02 15:00:00
atm35000288,KONAK ŞUBE-1,Izmir,Konak Mahallesi Cumhuriyet Bulvarı No: 20,28140,70,80,4865,5775,150,Thursday,2020-01-02 15:00:00
atm35000289,KONAK ŞUBE-2,Izmir,Konak Mahallesi Cumhuriyet Bulvarı No: 20,20475,88,82,5485,4300,170,Thursday,2020-01-02 15:00:00
atm35000290,KONAK ŞUBE-3,Izmir,CUMHURİYET BULVARI NO: 20 / A,26320,45,65,2620,4445,110,Thursday,2020-01-02 15:00:00
atm35000291,KONAK TELEKOM,Izmir,AKDENİZ MAHALLESİ FEVZİ PAŞA BLV NO:13,13930,46,82,2740,6240,128,Thursday,2020-01-02 15:00:00
atm35000292,KONAK YENİŞEHİR TELEKOM,Izmir,GAZİLER CD.NO:359 YENİŞEHİR,48495,71,79,4145,4755,150,Thursday,2020-01-02 15:00:00
atm35000293,KORDON ŞUBE-1,Izmir,Kültür Mahallesi Cumhuriyet Bulvarı No:129 / A,36325,84,64,5400,4250,148,Thursday,2020-01-02 15:00:00
atm35000294,KORDON ŞUBE-2,Izmir,Kültür Mahallesi Cumhuriyet Bulvarı No:129 / A,32745,59,92,4240,6070,151,Thursday,2020-01-02 15:00:00
atm35000295,LOZAN MEYDAN,Izmir,LOZAN PASTANESİ PLEVNE BUL.NO:25 ALSANCAK,15965,84,61,7020,3050,145,Thursday,2020-01-02 15:00:00
atm35000296,POLİGON KİPA,Izmir,KIRK SOKAK NO:66,13085,64,88,4565,5435,152,Thursday,2020-01-02 15:00:00
atm35000297,SUAT SEREN GÖĞÜS HAST.,Izmir,GAZİLER CD.S.SEREN GÖĞ.HAST.,23185,63,51,3760,3230,114,Thursday,2020-01-02 15:00:00
atm35000298,SWISS OTEL,Izmir,KONAK SWISS OTELİ İÇİ,30390,32,67,2690,3305,99,Thursday,2020-01-02 15:00:00
atm35000299,TOPTANCILAR ÇARŞISI ŞB-1,Izmir,1202 / 6 Sokak No: 60-62,18650,96,92,6595,6130,188,Thursday,2020-01-02 15:00:00
atm35000300,TOPTANCILAR ÇARŞISI ŞB-2,Izmir,1202 / 6 Sokak No: 60-62,18195,37,79,2585,5105,116,Thursday,2020-01-02 15:00:00
atm35000301,ÜÇKUYULAR ŞUBE-1-,Izmir,MEHMET ALİ AKMAN MAHALLESİ İNÖNÜ CADDESİ NO: 582 / A,19660,66,75,2855,3585,141,Thursday,2020-01-02 15:00:00
atm35000302,ÜÇKUYULAR ŞUBE ÖNÜ,Izmir,Mehmet Ali Akman Mahallesi İnönü Caddesi No: 582 / A,24030,72,60,4885,4095,132,Thursday,2020-01-02 15:00:00
atm35000303,ÜÇYOL B.EVLER DÜKKAN,Izmir,İNÖNÜ CAD. SEYYİDEKAMİRAN APT. NO:216/B,17300,39,72,2835,5315,111,Thursday,2020-01-02 15:00:00
atm35000304,ÜÇYOL ŞUBE-1,Izmir,Şükrü Saracoğlu Caddesi No:á6 Üçyol,21880,59,78,3640,4760,137,Thursday,2020-01-02 15:00:00
atm35000305,ÜÇYOL ŞUBE-2,Izmir,Şükrü Saracoğlu Caddesi No:á6 Üçyol,25910,100,50,7780,2320,150,Thursday,2020-01-02 15:00:00
atm35000306,ÜÇYOL ŞUBE-3,Izmir,ŞÜKRÜ SARACOĞLU CADDESİ NO:Á6 ÜÇYOL,30230,62,77,3695,5620,139,Thursday,2020-01-02 15:00:00
atm35000307,A. MEND.HVL. İZBAN METRO,Izmir,A. MENDERES HVL. METRO,18270,53,86,3570,4830,139,Thursday,2020-01-02 15:00:00
atm35000308,GÜMÜLDÜR/MENDERES,Izmir,FEVZİ ÇAKMAK MAH.PANSİYON SOK.NO:60,24675,74,81,5230,5860,155,Thursday,2020-01-02 15:00:00
atm35000309,MENDERES ŞUBE-1,Izmir,Kemalpaşa Mahallesi Atatürk Caddesi No: 12,9165,44,90,3045,6150,134,Thursday,2020-01-02 15:00:00
atm35000310,MENDERES ŞUBE-2,Izmir,Kemalpaşa Mahallesi Atatürk Caddesi No: 12,14525,68,70,3645,4540,138,Thursday,2020-01-02 15:00:00
atm35000311,ÖZDERE ÇUKURALTI,Izmir,KASIMPAŞA MAHALLESİ OKUL SK. NO:1,31690,89,64,5895,3505,153,Thursday,2020-01-02 15:00:00
atm35000312,ERNİŞ PETROL,Izmir,MENEMEN ERNİŞ PETROL ÖNÜ,48370,38,55,2390,3040,93,Thursday,2020-01-02 15:00:00
atm35000313,KARABURUN/İZMİR,Izmir,KASIMPAŞA MAHALLESİ ALTUĞ KARABURUN NO:2,32875,80,86,5375,5740,166,Thursday,2020-01-02 15:00:00
atm35000314,KASABA AVM MENEMEN,Izmir,YILDIRIM MAHALLESİ ÇANAKKALE ASFALTI-TÜRKELLİ CD. NO:32,17385,98,96,6035,6115,194,Thursday,2020-01-02 15:00:00
atm35000315,MENEMEN ESATPAŞA MAH.,Izmir,ESATPAŞA MAH.1211. SOKAK NO:3 KÖYİÇİ,15050,39,68,3525,4350,107,Thursday,2020-01-02 15:00:00
atm35000316,MENEMEN KASIMPAŞA MAH.,Izmir,KASIMPAŞA MAHALLESİ ALTUĞ KARABURUN CD. 7 C,34865,65,50,3605,2895,115,Thursday,2020-01-02 15:00:00
atm35000317,MENEMEN NOVADA AVM,Izmir,YILDIRIM MAHALLESİ ÇANAKKALE ASFALTI-TÜRKELLİ CD. NO:46,7765,73,84,5340,4275,157,Thursday,2020-01-02 15:00:00
atm35000318,MENEMEN ŞUBE-1,Izmir,Mermerli Mahallesi Şehit Aycan Aksoy No: 22 / A,36865,85,73,5530,6135,158,Thursday,2020-01-02 15:00:00
atm35000319,MENEMEN ŞUBE-2,Izmir,Mermerli Mahallesi Şehit Aycan Aksoy No: 22 / A,40075,68,66,5375,4455,134,Thursday,2020-01-02 15:00:00
atm35000320,MİGROS MM ULUKENT,Izmir,30 AĞUSTOS MAHALLESİ 7118. SK.,30800,57,78,3820,5835,135,Thursday,2020-01-02 15:00:00
atm35000321,ULUKENT PAZARYERİ,Izmir,7124 SOK.ULUKENT PAZARYERİ,44835,69,79,4440,5485,148,Thursday,2020-01-02 15:00:00
atm35000322,9 EYLÜL ÜNV.KARŞISI,Izmir,9 EYLÜL ÜNV.KARŞISI NARLIDERE,15595,93,75,5825,4660,168,Thursday,2020-01-02 15:00:00
atm35000323,GÜN.DEN.S.NARLIDERE S.TES,Izmir,GÜNEY DENİZ SAHA NARLIDERE SOSYAL TESİSLERİ,40650,94,81,6605,5450,175,Thursday,2020-01-02 15:00:00
atm35000324,NARLIDERE MİGROS,Izmir,GÜNGÖREN CADDESİ NO:95,24215,100,78,6450,4980,178,Thursday,2020-01-02 15:00:00
atm35000325,NARLIDERE MİTHATPAŞA CAD.,Izmir,ÇATALKAYA MAH.MİTHATPAŞA CAD.NO:373/A,3705,55,68,3425,4495,123,Thursday,2020-01-02 15:00:00
atm35000326,NARLIDERE ŞUBE-1,Izmir,Yenikale Mahallesi Mithatpaşa Caddesi No: 152 B,28380,55,73,3655,4605,128,Thursday,2020-01-02 15:00:00
atm35000327,NARLIDERE ŞUBE-2,Izmir,Yenikale Mahallesi Mithatpaşa Caddesi No: 152 B,20490,61,67,4285,3885,128,Thursday,2020-01-02 15:00:00
atm35000328,ÖDEMİŞ 3 EYLÜL PARKI,Izmir,HÜRRİYET CD.TAYYARE PARK,36745,93,68,7025,3210,161,Thursday,2020-01-02 15:00:00
atm35000329,ÖDEMİŞ MEYDAN,Izmir,ÖDEMİŞ MEYDANI,20735,34,98,1850,5540,132,Thursday,2020-01-02 15:00:00
atm35000330,ÖDEMİŞ ŞUBE,Izmir,Akıncılar Mahallesi Gazi Caddesi No: 36 / A,35650,55,83,4035,5445,138,Thursday,2020-01-02 15:00:00
atm35000331,SEFERİHİSAR MİGROS,Izmir,SEFERİHİSAR İLÇE MERKEZİ,37520,61,57,3965,3360,118,Thursday,2020-01-02 15:00:00
atm35000332,SEFERİHİSAR ŞUBE-1,Izmir,CAMİKEBİR MAHALLESİ ŞEHİT GENERAL TEMEL CİNGÖZ CADDESİ NO: 2,17770,78,98,4070,6280,176,Thursday,2020-01-02 15:00:00
atm35000333,SEFERİHİSAR ŞUBE-2,Izmir,CAMİKEBİR MAHALLESİ ŞEHİT GENERAL TEMEL CİNGÖZ CADDESİ NO:2,18225,76,82,4600,6655,158,Thursday,2020-01-02 15:00:00
atm35000334,SEFERİHİSAR ÜRKMEZ,Izmir,ÜRKMEZ MEVKİİ SEFERİHİSAR,19880,66,61,3205,4370,127,Thursday,2020-01-02 15:00:00
atm35000335,SIĞACIK BELEDİYE MEYDANI,Izmir,SIĞACIK BELEDİYE MEYDANI SEFERİHİSAR,38270,100,98,6920,7400,198,Thursday,2020-01-02 15:00:00
atm35000336,SELÇUK ŞUBE-1,Izmir,İsabey Mahallesi Atatürk Caddesi No:81 / 41,36655,78,68,5040,4405,146,Thursday,2020-01-02 15:00:00
atm35000337,SELÇUK ŞUBE-2,Izmir,İsabey Mahallesi Atatürk Caddesi No:81 / 41,31555,57,91,5465,5575,148,Thursday,2020-01-02 15:00:00
atm35000338,TİRE CUMHURİYET MEYDANI,Izmir,CUMHURİYET MEYDANI ÖNÜ,19335,81,57,4190,3660,138,Thursday,2020-01-02 15:00:00
atm35000339,TİRE PARK AVM,Izmir,FAİK TOĞLUOĞLU BLV. NO:7 35900,27205,98,82,6035,4790,180,Thursday,2020-01-02 15:00:00
atm35000340,TİRE ŞUBE-1,Izmir,Yeni Mahallesi Atatürk Caddesi No: 18,34735,72,92,3655,5580,164,Thursday,2020-01-02 15:00:00
atm35000341,TİRE ŞUBE-2,Izmir,Yeni Mahallesi Atatürk Caddesi No: 18,9380,62,94,3695,6230,156,Thursday,2020-01-02 15:00:00
atm35000342,TİRE TOPLU KONUTLAR,Izmir,YENİ MAHALLESİ İNÖNÜ BLV. NO:1,42440,83,90,5575,6485,173,Thursday,2020-01-02 15:00:00
atm35000343,AYRANCILAR/İZMİR ŞUBE-1,Izmir,İnönü Mahallesi 130/1 Sokak No: 3 / A Ayrancılar,21225,50,63,3710,4805,113,Thursday,2020-01-02 15:00:00
atm35000344,AYRANCILAR/İZMİR ŞUBE-2,Izmir,İnönü Mahallesi 130/1 Sokak No: 3 / A Ayrancılar,37390,72,58,5315,4210,130,Thursday,2020-01-02 15:00:00
atm35000345,AYRANCILAR / İZMİR ŞUBE-3,Izmir,İnönü Mahallesi 130/1 Sokak No: 3 / A Ayrancılar,23925,72,65,4500,4380,137,Thursday,2020-01-02 15:00:00
atm35000346,KİPA TORBALI,Izmir,TORBALI MAHALLESİ KİPA,18580,67,51,4955,3700,118,Thursday,2020-01-02 15:00:00
atm35000347,KİPA TORBALI DEPO,Izmir,TORBALI KİPA DEPO ÖNÜ.,30555,54,89,3515,5500,143,Thursday,2020-01-02 15:00:00
atm35000348,PHİLİP MORİS TORBALI,Izmir,YEDİ EYLÜL MAHALLESİ PHİLSA CD. NO:32,26225,61,61,3550,4135,122,Thursday,2020-01-02 15:00:00
atm35000349,SUN TEKSTİL TORBALI,Izmir,YEDİ EYLÜL MAH.EKOTEN CD.NO:29,20805,40,100,2525,7300,140,Thursday,2020-01-02 15:00:00
atm35000350,TORBALI KAZIM DİRİK CAD.,Izmir,TEPEKÖY MAHALLESİ KAZIM DİRİK CADDESİ NO:16,26080,93,97,5800,5555,190,Thursday,2020-01-02 15:00:00
atm35000351,TORBALI MEYDAN,Izmir,ERTUĞRUL MAH.3002. SK. NO:2,39760,36,64,1975,5110,100,Thursday,2020-01-02 15:00:00
atm35000352,TORBALI SADIK İLERİ BULV.,Izmir,ERTUĞRUL MAHALLESİ SADIK İLERİ BLV. NO:34,24220,31,88,2510,6255,119,Thursday,2020-01-02 15:00:00
atm35000353,TORBALI ŞUBE-1,Izmir,Tepeköy Mahallesi Ağalar Caddesi No: 10 / A,18225,60,83,3945,5070,143,Thursday,2020-01-02 15:00:00
atm35000354,TORBALI ŞUBE-2,Izmir,Tepeköy Mahallesi Ağalar Caddesi No: 10 / A,32770,77,60,4030,3575,137,Thursday,2020-01-02 15:00:00
atm35000355,URLA İSKELE,Izmir,URLA İSKELE,25630,68,74,4935,3895,142,Thursday,2020-01-02 15:00:00
atm35000356,URLA MEYDAN AVM ÖNÜ,Izmir,HACİ İSA MAHALLESİ BARATALI BULVARI NO:40/71 AVM ÖNÜ,11175,81,85,5600,7210,166,Thursday,2020-01-02 15:00:00
atm35000357,URLA ŞUBE-1,Izmir,Hacı İsa Mahallesi Bülent Baratalı Bulvarı No: 74,34900,62,57,3700,2960,119,Thursday,2020-01-02 15:00:00
atm35000358,URLA ŞUBE-2,Izmir,Hacı İsa Mahallesi Bülent Baratalı Bulvarı No: 74,17745,90,69,6000,5855,159,Thursday,2020-01-02 15:00:00
atm350000,ALİAĞA BAĞLI ŞB,Izmir,Aliağa Petkim Tesisleri,20120,71,89,4780,5950,160,Thursday,2020-01-02 16:00:00
atm350001,ALİAĞA İSTİKLAL CADDESİ,Izmir,ATATÜRK İSTİKLAL CD. NO:97,24990,36,83,2550,5180,119,Thursday,2020-01-02 16:00:00
atm350002,ALİAĞA PAZARYERİ,Izmir,ALİAĞA KAPALI PAZAR GİRİŞİ,34900,60,65,3320,3435,125,Thursday,2020-01-02 16:00:00
atm350003,ALİAĞA SAHİL PARKI,Izmir,ALİAĞA HİKMET CD.SAHİL PARKI ÖNÜ,29480,59,87,3685,7690,146,Thursday,2020-01-02 16:00:00
atm350004,ALİAĞA ŞUBE-1,Izmir,İstiklal Caddesi No: 64 / A,42645,89,66,6365,3710,155,Thursday,2020-01-02 16:00:00
atm350005,ALİAĞA ŞUBE-2,Izmir,İstiklal Caddesi No: 64 / A,32595,100,96,6635,5985,196,Thursday,2020-01-02 16:00:00
atm350006,ALİAĞA ŞUBE-3,Izmir,ALİAĞA PETKİM TESİSLERİ 35801,16495,32,66,2190,4310,98,Thursday,2020-01-02 16:00:00
atm350007,ALİAĞA TELEKOM,Izmir,KAZIM DİRİK MAHALLESİ PTT - ALİAĞA ŞB.,21835,50,92,3215,5915,142,Thursday,2020-01-02 16:00:00
atm350008,STAR RAFİNERİ ALİAĞA,Izmir,ATATÜRK AYGAZ CD. 42-1,19600,39,68,2600,3360,107,Thursday,2020-01-02 16:00:00
atm350009,VİKİNG KAĞIT ALİAĞA,Izmir,HÜRRİYET CAD.NO:474 ALİAĞA,41840,33,67,2070,4545,100,Thursday,2020-01-02 16:00:00
atm3500010,AGORA AVM/BALÇOVA,Izmir,MİTHATPAŞA CAD.NO:1448/A BALÇOVA,21965,87,94,5865,6935,181,Thursday,2020-01-02 16:00:00
atm3500011,ATA CADDESİ/İZMİR,Izmir,ATA CAD.BELEDİYE CİVARI,47800,96,79,5080,4170,175,Thursday,2020-01-02 16:00:00
atm3500012,BALÇOVA NOVADA-1,Izmir,AYDIN ÇEŞME OTOYOLU LİMONTEPE MEVKİİ PETROL OFİSİ,19970,34,50,1425,2780,84,Thursday,2020-01-02 16:00:00
atm3500013,BALÇOVA SAKARYA CADDESİ,Izmir,FEVZİ ÇAKMAK MH.SAKARYA CD.NO:58/B,38360,100,72,6885,4590,172,Thursday,2020-01-02 16:00:00
atm3500014,BALÇOVA ŞUBE-1,Izmir,Ata Caddesi No: 2-2 / A,21175,51,78,2885,5640,129,Thursday,2020-01-02 16:00:00
atm3500015,BALÇOVA ŞUBE-2,Izmir,Ata Caddesi No: 2-2 / A,18030,33,55,2460,3440,88,Thursday,2020-01-02 16:00:00
atm3500016,KİPA BALÇOVA-1,Izmir,MİTHATPAŞA CAD. NO:1462,30970,94,68,6145,3875,162,Thursday,2020-01-02 16:00:00
atm3500017,KİPA BALÇOVA-2,Izmir,MİTHATPAŞA CD.NO:1462 KİPA AVM,33070,38,62,2290,3400,100,Thursday,2020-01-02 16:00:00
atm3500018,ÖZDİLEK BALÇOVA,Izmir,ÖZDİLEK BALÇOVA AVM,30070,46,89,3080,5500,135,Thursday,2020-01-02 16:00:00
atm3500019,BAYINDIR BELEDİYESİ,Izmir,MİTHATPAŞA MAHALLESİ ATATÜRK CD. NO:32,11015,98,93,5890,5170,191,Thursday,2020-01-02 16:00:00
atm3500020,BAYRAKLI 1916 SOKAK,Izmir,BAYRAKLI MAHALLESİ CEYLAN APT.,12645,47,53,2975,4145,100,Thursday,2020-01-02 16:00:00
atm3500021,BAYRAKLI ÇAY MAHALLESİ,Izmir,BAYRAKLI HAKAN UYSAL CADDESİ,32655,35,74,2305,3780,109,Thursday,2020-01-02 16:00:00
atm3500022,BAYRAKLI İZBAN METRO İST.,Izmir,İZMİR BAYRAKLI METRO İSTASYON,13930,34,93,1820,6220,127,Thursday,2020-01-02 16:00:00
atm3500023,BAYRAKLI ŞUBE-1,Izmir,Ord. Prof. Dr. Ekrem Akurgal Caddesi No: 18 / A,19695,84,63,5465,4855,147,Thursday,2020-01-02 16:00:00
atm3500024,BAYRAKLI ŞUBE-2,Izmir,Ord. Prof. Dr. Ekrem Akurgal Caddesi No: 18 / A,10455,56,54,4505,3405,110,Thursday,2020-01-02 16:00:00
atm3500025,BAYRAKLI ŞUBE-3,Izmir,Ord. Prof. Dr. Ekrem Akurgal Caddesi No: 18 / A,26795,86,75,4790,6010,161,Thursday,2020-01-02 16:00:00
atm3500026,BAYRAKLI YAMANLAR MAH.,Izmir,YAMANLAR MAHALLESİ KUBİLAY CD. 271 B,24465,87,53,5310,2705,140,Thursday,2020-01-02 16:00:00
atm3500027,GÜMÜŞPALA BAYRAKLI/İZMİR,Izmir,GÜMÜŞPALA/İZMİR,17570,94,83,6535,5040,177,Thursday,2020-01-02 16:00:00
atm3500028,MANAVKUYU SAKARYA CAD.,Izmir,MANAVKUYU SAKARYA CD.NO:52,32020,94,63,5805,4220,157,Thursday,2020-01-02 16:00:00
atm3500029,MANAVKUYU ŞUBE-1,Izmir,Çınarlı Mahallesi İslam Kerimov Caddesi No: 18,22490,75,91,4275,5720,166,Thursday,2020-01-02 16:00:00
atm3500030,MANAVKUYU ŞUBE-2,Izmir,ÇINARLI MAHALLESİ İSLAM KERİMOV CADDESİ NO: 18,22630,87,99,5905,6005,186,Thursday,2020-01-02 16:00:00
atm3500031,OSMANGAZİ YAVUZ CADDESİ,Izmir,OSMANGAZİ YAVUZ CADDESİ,29775,75,58,4325,4355,133,Thursday,2020-01-02 16:00:00
atm3500032,ÖZKANLAR ŞUBE-1,Izmir,MUSTAFA KEMAL CADDESİ NO: 150,25995,74,56,4810,4075,130,Thursday,2020-01-02 16:00:00
atm3500033,ÖZKANLAR ŞUBE-3,Izmir,Mustafa Kemal Caddesi No: 150,36705,85,55,4785,2575,140,Thursday,2020-01-02 16:00:00
atm3500034,ÖZKANLAR ŞUBE-4,Izmir,Mustafa Kemal Caddesi No: 150,23370,61,85,4470,6360,146,Thursday,2020-01-02 16:00:00
atm3500035,WESTPARK OUTLET CENTER,Izmir,"R. ŞEVKET İNCE MAH.2148/9 SOKAK NO:4,37780,54,62,3360,4865,116,Thursday,2020-01-02 16:00:00
atm3500036,BERGAMA ATATÜRK BULVARI,Izmir,MALTEPE MH.ATATÜRK BUL.BERGAMA,34760,72,88,3335,5075,160,Thursday,2020-01-02 16:00:00
atm3500037,BERGAMA İNKİLAP MAHALLESİ,Izmir,BARBAROS BANKALAR CD. 32/A,9210,49,91,3655,5055,140,Thursday,2020-01-02 16:00:00
atm3500038,BERGAMA MEYDAN,Izmir,CUMHURİYET CAD.NO:67,26145,74,96,5060,6380,170,Thursday,2020-01-02 16:00:00
atm3500039,BERGAMA ŞUBE-1,Izmir,Ertuğrul Mahallesi Kaymakam Kemal Bey Caddesi No: 4 A,25500,75,57,4605,3260,132,Thursday,2020-01-02 16:00:00
atm3500040,BERGAMA ŞUBE-2,Izmir,Ertuğrul Mahallesi Kaymakam Kemal Bey Caddesi No: 4 A,14300,46,90,2990,4900,136,Thursday,2020-01-02 16:00:00
atm3500041,2.SANAYİ SİTESİ ŞB-1,Izmir,Kazımdirik Mahallesi 351 Sokak No: 3 B,17660,47,66,3050,5080,113,Thursday,2020-01-02 16:00:00
atm3500042,2.SANAYİ SİTESİ ŞB-2,Izmir,Kazımdirik Mahallesi 351 Sokak No: 3 B,22900,45,90,3860,7125,135,Thursday,2020-01-02 16:00:00
atm3500043,4.SANAYİ SİTESİ ŞUBE-1,Izmir,4. Sanayi Sitesi 129. Sokak No: 1 / C,16955,39,87,2840,6125,126,Thursday,2020-01-02 16:00:00
atm3500044,4.SANAYİ SİTESİ ŞUBE-2,Izmir,4. Sanayi Sitesi 129. Sokak No: 1 / C,27025,46,51,3000,3400,97,Thursday,2020-01-02 16:00:00
atm3500045,ALTINDAĞ ŞUBE-1,Izmir,Kemalpaşa Caddesi No: 56 Altındağ,44800,96,87,5335,4745,183,Thursday,2020-01-02 16:00:00
atm3500046,ALTINDAĞ ŞUBE-2,Izmir,Kemalpaşa Caddesi No: 56 Altındağ,4980,89,61,4490,3580,150,Thursday,2020-01-02 16:00:00
atm3500047,BAYRAKLI FOLKART TOWERS,Izmir,BAYRAKLI ADALET MH.MANAS BUL.NO:47 BAYRAKLI,28530,62,85,4720,5610,147,Thursday,2020-01-02 16:00:00
atm3500048,BOLİVA BORNOVA,Izmir,İST CD.NO:4 ERZENE MH.BORNOVA,21685,48,52,2725,3270,100,Thursday,2020-01-02 16:00:00
atm3500049,BORNOVA EVKA-4,Izmir,BORNOVA EVKA-4 SİTESİ,5685,37,92,1830,6935,129,Thursday,2020-01-02 16:00:00
atm3500050,BORNOVA KAMİL TUNCA CAD.,Izmir,BORNOVA KAMİL TUNCA CD.,2585,88,76,4980,4895,164,Thursday,2020-01-02 16:00:00
atm3500051,BORNOVA KAZIM K.BEKİR CAD,Izmir,ERZENE MAH.KAZIM KARABEKİR CAD.NO:46/B,34015,67,93,4390,5235,160,Thursday,2020-01-02 16:00:00
atm3500052,BORNOVA KİPA,Izmir,KİPA ALIŞVERİŞ MERKEZİ NO:180,25925,88,99,5125,6910,187,Thursday,2020-01-02 16:00:00
atm3500053,BORNOVA MERKEZ MİGROS,Izmir,GENÇLİK CAD.80.SOK.NO:16,16315,70,89,4270,5880,159,Thursday,2020-01-02 16:00:00
atm3500054,BORNOVA METRO,Izmir,NO: KAZIMDİRİK MAHALLESİ ANKARA CD. YANYOLU,28870,52,97,3410,6735,149,Thursday,2020-01-02 16:00:00
atm3500055,BORNOVA MUSTAFA KEMAL CAD,Izmir,BORNOVA MUSTAFA KEMAL CAD.,31080,64,64,5765,4445,128,Thursday,2020-01-02 16:00:00
atm3500056,BORNOVA MYVİA AVM ÖNÜ,Izmir,KAZIMDİRİK MAHALLESİ SANAYİ CADDESİ NO:31 Z:6 MYVİA 414,24605,83,93,5385,6950,176,Thursday,2020-01-02 16:00:00
atm3500057,BORNOVA ŞUBE-1,Izmir,Erzene Mahallesi 2 Sokak No: 7 / A,18530,61,92,3830,6430,153,Thursday,2020-01-02 16:00:00
atm3500058,BORNOVA ŞUBE-2,Izmir,Erzene Mahallesi 2 Sokak No: 7 / A,20165,70,72,4160,4450,142,Thursday,2020-01-02 16:00:00
atm3500059,BORNOVA ŞUBE-3,Izmir,Erzene Mahallesi 2 Sokak No: 7 / A,42850,98,59,4955,3410,157,Thursday,2020-01-02 16:00:00
atm3500060,ÇAMDİBİ/BORNOVA,Izmir,ÇAMDİBİ KATLI PAZARYERİ,20430,51,80,3100,4130,131,Thursday,2020-01-02 16:00:00
atm3500061,ÇAMDİBİ/İZMİR,Izmir,"ÇAMDİBİ MAHALLESİ,31620,66,77,3900,4645,143,Thursday,2020-01-02 16:00:00
